J'  k'     J"  k"  s' s"   OBS/CM-1    CALC/CM-1  OBS-CALC/CM-1  WEIGHT      UNC/CM-1        OBS/MHZ        CALC/MHZ    OBS-CALC/MHZ
 3   2      2   2    s s    30.844517    30.843626    0.000891   0.208E+07    0.00056569     924695.357      924668.641      26.715   
 3   1      2   2    s a    36.794610    36.796436   -0.001826   0.250E+06    0.00141421    1103074.657     1103129.412     -54.755   
 3   2      2   2    s s    30.843546    30.843626   -0.000080   0.208E+07    0.00056569     924666.247      924668.641      -2.394   
 3   2      2   2    a a    30.842479    30.842594   -0.000115   0.208E+07    0.00056569     924634.259      924637.720      -3.461   
 3   1      2   2    a s    36.896884    36.900828   -0.003944   0.167E+06    0.00173205    1106140.755     1106259.002    -118.247   
 3   2      2   2    a a    30.842425    30.842594   -0.000169   0.313E+07    0.00056569     924632.640      924637.720      -5.080   
 3   2      2   2    s s    30.843910    30.843626    0.000284   0.500E+06    0.00141421     924677.159      924668.641       8.518   
 3   2      2   2    a a    30.843800    30.842594    0.001206   0.333E+06    0.00141421     924673.862      924637.720      36.142   
 3   2      2   2    a a    30.842587    30.842594   -0.000007   0.313E+07    0.00056569     924637.497      924637.720      -0.223   
 3   2      2   2    s s    30.842270    30.843626   -0.001356   0.333E+06    0.00141421     924627.993      924668.641     -40.648   
 3   2      2   2    a a    30.842016    30.842594   -0.000578   0.208E+07    0.00056569     924620.379      924637.720     -17.341   
 3   2      2   2    s s    30.843180    30.843626   -0.000446   0.250E+06    0.00141421     924655.274      924668.641     -13.367   
 3   2      2   2    s s    30.843520    30.843626   -0.000106   0.313E+07    0.00056569     924665.467      924668.641      -3.174   
 3   2      2   2    s s    30.843020    30.843626   -0.000606   0.500E+06    0.00141421     924650.478      924668.641     -18.164   
 3   2      2   2    a a    30.839720    30.842594   -0.002874   0.200E+06    0.00141421     924551.546      924637.720     -86.174   
 3   2      2   2    s s    30.842748    30.843626   -0.000878   0.333E+06    0.00141421     924642.323      924668.641     -26.318   
 4   2      2   2    s s    71.946570    71.946439    0.000131   0.133E+06    0.00173205    2156903.906     2156899.975       3.932   
 4   2      2   2    s s    71.947096    71.946439    0.000657   0.139E+07    0.00069282    2156919.676     2156899.975      19.701   
 4   2      2   2    s s    71.947107    71.946439    0.000668   0.139E+07    0.00069282    2156920.005     2156899.975      20.030   
 4   1      2   2    a s    77.988870    77.993982   -0.005112   0.125E+06    0.00200000    2338047.503     2338200.768    -153.264   
 4   2      2   2    a a    71.943930    71.944065   -0.000135   0.222E+06    0.00173205    2156824.761     2156828.815      -4.054   
 4   2      2   2    s s    71.946730    71.946439    0.000291   0.222E+06    0.00173205    2156908.703     2156899.975       8.728   
 4   2      2   2    s s    71.946888    71.946439    0.000449   0.139E+07    0.00069282    2156913.440     2156899.975      13.465   
 4   2      2   2    a a    71.943315    71.944065   -0.000750   0.139E+07    0.00069282    2156806.324     2156828.815     -22.491   
 4   1      2   2    a s    77.989500    77.993982   -0.004482   0.125E+06    0.00200000    2338066.390     2338200.768    -134.377   
 4   2      2   2    a a    71.944210    71.944065    0.000145   0.222E+06    0.00173205    2156833.155     2156828.815       4.340   
 4   2      2   2    a a    71.943900    71.944065   -0.000165   0.222E+06    0.00173205    2156823.862     2156828.815      -4.953   
 4   2      2   2    a a    71.943867    71.944065   -0.000198   0.139E+07    0.00069282    2156822.873     2156828.815      -5.943   
 4   2      2   2    a a    71.943973    71.944065   -0.000092   0.139E+07    0.00069282    2156826.050     2156828.815      -2.765   
 4   1      2   2    a s    77.998840    77.993982    0.004858   0.800E+05    0.00223607    2338346.396     2338200.768     145.629   
 4   2      2   2    s s    71.948050    71.946439    0.001611   0.222E+06    0.00173205    2156948.276     2156899.975      48.301   
 4   2      2   2    a a    71.943777    71.944065   -0.000288   0.139E+07    0.00069282    2156820.174     2156828.815      -8.641   
 4   2      2   2    s s    71.946490    71.946439    0.000051   0.222E+06    0.00173205    2156901.508     2156899.975       1.533   
 4   2      2   2    a a    71.944240    71.944065    0.000175   0.222E+06    0.00173205    2156834.055     2156828.815       5.240   
 4   2      2   2    s s    71.945630    71.946439   -0.000809   0.222E+06    0.00173205    2156875.726     2156899.975     -24.249   
 4   2      2   2    a a    71.943450    71.944065   -0.000615   0.167E+06    0.00173205    2156810.371     2156828.815     -18.444   
 4   2      2   2    s s    71.945192    71.946439   -0.001247   0.207E+05    0.00567098    2156862.595     2156899.975     -37.380   
 4   2      2   2    s s    71.946060    71.946439   -0.000379   0.167E+06    0.00173205    2156888.617     2156899.975     -11.358   
 4   1      2   2    s a    77.886150    77.890912   -0.004762   0.250E+06   0.00141421     2334968.035     2335110.800    -142.765   
 4   3      3   0    s a    23.043510    23.037245    0.006265   0.333E+06   0.00141421      690827.050      690639.243     187.807   
 4   3      3   0    s a    23.036630    23.037245   -0.000615   0.333E+06    0.00141421     690620.793      690639.243     -18.450   
 4   3      3   0    s a    23.041199    23.037245    0.003954   0.167E+06    0.00173205     690757.768      690639.243     118.525   
 4   3      3   0    s a    23.041370    23.037245    0.004125   0.222E+06    0.00173205     690762.895      690639.243     123.652   
 4   3      3   0    s a    23.038160    23.037245    0.000915   0.333E+06    0.00141421     690666.661      690639.243      27.418   
 5   0      3   0    a a    92.418010    92.418193   -0.000183   0.500E+06    0.00141421    2770622.238     2770627.732      -5.494   
 5   0      3   0    s s    92.421120    92.421101    0.000019   0.500E+06    0.00141421    2770715.474     2770714.914       0.560   
 5  -3      3   0    s a    74.401670    74.397791    0.003879   0.333E+06    0.00141421    2230505.953     2230389.663     116.290   
 5  -3      3   0    s a    74.402069    74.397791    0.004278   0.250E+06   0.00141421     2230517.915     2230389.663     128.251   
 5   0      3   0    a a    92.417970    92.418193   -0.000223   0.333E+06    0.00141421    2770621.039     2770627.732      -6.693   
 5   0      3   0    s s    92.420987    92.421101   -0.000114   0.313E+07    0.00056569    2770711.486     2770714.914      -3.428   
 5   0      3   0    s s    92.421070    92.421101   -0.000031   0.500E+06    0.00141421    2770713.975     2770714.914      -0.939   
 5   0      3   0    a a    92.418090    92.418193   -0.000103   0.333E+06    0.00141421    2770624.636     2770627.732      -3.095   
 5   0      3   0    a a    92.418238    92.418193    0.000045   0.313E+07    0.00056569    2770629.073     2770627.732       1.342   
 5   0      3   0    s s    92.421471    92.421101    0.000370   0.619E+05    0.00401995    2770725.996     2770714.914      11.082   
 5   0      3   0    a a    92.418397    92.418193    0.000204   0.313E+07    0.00056569    2770633.840     2770627.732       6.108   
 5   0      3   0    a a    92.418285    92.418193    0.000092   0.619E+05    0.00401995    2770630.482     2770627.732       2.751   
 5   0      3   0    a a    92.418210    92.418193    0.000017   0.500E+06    0.00141421    2770628.234     2770627.732       0.502   
 3   1      3   1    a s     0.051299     0.051299    0.000001   0.225E+13    0.00000067       1537.915        1537.896       0.019   
 4   4      3   1    s a    11.003398    11.002746    0.000652   0.833E+06    0.00069282     329873.573      329854.013      19.560   
 4   1      3   1    a a    41.093423    41.093154    0.000269   0.208E+07    0.00056569    1231949.829     1231941.766       8.063   
 4   4      3   1    a s    11.109270    11.107848    0.001422   0.167E+06    0.00173205     333047.536      333004.909      42.627   
 4   1      3   1    a a    41.092721    41.093154   -0.000433   0.208E+05    0.00565685    1231928.783     1231941.766     -12.982   
 4   4      3   1    a s    11.110930    11.107848    0.003082   0.667E+05    0.00223607     333097.302      333004.909      92.392   
 4   1      3   1    a a    41.092616    41.093154   -0.000538   0.250E+06    0.00141421    1231925.636     1231941.766     -16.130   
 4   4      3   1    s a    11.012230    11.002746    0.009484   0.133E+06   0.00173205      330138.350      329854.013     284.337   
 4   1      3   1    a a    41.092480    41.093154   -0.000674   0.333E+06    0.00141421    1231921.558     1231941.766     -20.207   
 4   1      3   1    a a    41.093011    41.093154   -0.000143   0.208E+07    0.00056569    1231937.477     1231941.766      -4.288   
 4   1      3   1    s s    41.094120    41.094476   -0.000356   0.167E+06    0.00141421    1231970.724     1231981.388     -10.664   
 4   4      3   1    a s    11.101280    11.107848   -0.006568   0.500E+06   0.00141421      332808.002      333004.909    -196.908   
 4   4      3   1    s a    10.998160    11.002746   -0.004586   0.250E+06   0.00141421      329716.542      329854.013    -137.471   
 4   1      3   1    a a    41.078530    41.093154   -0.014624   0.250E+06   0.00141421     1231503.348     1231941.766    -438.418   
 4   2      3   1    s a    35.043100    35.045611   -0.002511   0.714E+05    0.00200000    1050565.708     1050640.973     -75.264   
 4   4      3   1    s a    11.006760    11.002746    0.004014   0.952E+05    0.00173205     329974.364      329854.013     120.350   
 4   1      3   1    a a    41.093030    41.093154   -0.000124   0.250E+06    0.00141421    1231938.047     1231941.766      -3.719   
 4   1      3   1    a a    41.093500    41.093154    0.000346   0.143E+06    0.00141421    1231952.137     1231941.766      10.372   
 4   4      3   1    s a    10.996000    11.002746   -0.006746   0.500E+06   0.00141421      329651.787      329854.013    -202.226   
 4   1      3   1    s s    41.092480    41.094476   -0.001996   0.333E+06    0.00141421    1231921.558     1231981.388     -59.830   
 4   1      3   1    s s    41.094780    41.094476    0.000304   0.250E+06    0.00141421    1231990.511     1231981.388       9.122   
 4   2      3   1    a s    35.154280    35.147629    0.006651   0.833E+05   0.00200000     1053898.801     1053699.403     199.398   
 4   4      3   1    s a    10.998730    11.002746   -0.004016   0.133E+06    0.00173205     329733.630      329854.013    -120.383   
 4   4      3   1    s a    10.999079    11.002746   -0.003667   0.167E+06    0.00173205     329744.093      329854.013    -109.920   
 4   1      3   1    s s    41.096079    41.094476    0.001603   0.208E+07    0.00056569    1232029.454     1231981.388      48.065   
 4   1      3   1    s s    41.093830    41.094476   -0.000646   0.250E+06    0.00141421    1231962.030     1231981.388     -19.358   
 4   1      3   1    s s    41.098740    41.094476    0.004264   0.250E+06   0.00141421     1232109.229     1231981.388     127.840   
 4   1      3   1    s s    41.093559    41.094476   -0.000917   0.156E+07    0.00056569    1231953.906     1231981.388     -27.482   
 4   1      3   1    s s    41.095930    41.094476    0.001454   0.333E+06    0.00141421    1232024.987     1231981.388      43.598   
 4   1      3   1    s s    41.094970    41.094476    0.000494   0.333E+06    0.00141421    1231996.207     1231981.388      14.818   
 4   1      3   1    a a    41.093830    41.093154    0.000676   0.200E+06    0.00141421    1231962.030     1231941.766      20.265   
 4   1      3   1    a a    41.093640    41.093154    0.000486   0.250E+06    0.00141421    1231956.334     1231941.766      14.569   
 4   4      3   1    s a    11.009960    11.002746    0.007214   0.167E+06   0.00173205      330070.297      329854.013     216.284   
 4   1      3   1    a a    41.092070    41.093154   -0.001084   0.333E+06    0.00141421    1231909.267     1231941.766     -32.499   
 4   1      3   1    a a    41.093250    41.093154    0.000096   0.333E+06    0.00141421    1231944.642     1231941.766       2.877   
 4   2      3   1    s a    35.053680    35.045611    0.008069   0.133E+06   0.00173205     1050882.889     1050640.973     241.916   
 4   4      3   1    a s    11.096390    11.107848   -0.011458   0.167E+06   0.00173205      332661.403      333004.909    -343.506   
 4   1      3   1    a a    41.092710    41.093154   -0.000444   0.200E+06    0.00141421    1231928.454     1231941.766     -13.312   
 4   1      3   1    s s    41.092810    41.094476   -0.001666   0.333E+06    0.00141421    1231931.452     1231981.388     -49.937   
 4   1      3   1    a a    41.092964    41.093154   -0.000190   0.208E+07    0.00056569    1231936.068     1231941.766      -5.697   
 4   1      3   1    s s    41.094347    41.094476   -0.000129   0.208E+07    0.00056569    1231977.530     1231981.388      -3.859   
 4   1      3   1    a a    41.092904    41.093154   -0.000250   0.156E+07    0.00056569    1231934.270     1231941.766      -7.496   
 4   1      3   1    a a    41.093125    41.093154   -0.000029   0.208E+07    0.00056569    1231940.895     1231941.766      -0.871   
 4   1      3   1    a a    41.092388    41.093154   -0.000766   0.208E+07    0.00056569    1231918.800     1231941.766     -22.965   
 4   1      3   1    s s    41.094472    41.094476   -0.000004   0.208E+07    0.00056569    1231981.277     1231981.388      -0.111   
 4   1      3   1    s s    41.101500    41.094476    0.007024   0.250E+06   0.00141421     1232191.971     1231981.388     210.583   
